"file_ref"	"name"	"addr1"	"addr2"	"addr3"	"addr4"	"addr5"	"c_o"	
"SC(D) 65/2000"	"Good Castle Construction Ltd."	"Room 1315, Block A,"	"Hoi Luen Industrial Centre,"	"55 Hoi Yuen Road,"	"Kwun Tong, Kowloon, Hong Kong,"	""	""	
"SC(D) 65/99"	"Ever Construction Co."	"11th Floor,"	"Ping Lam Commercial Building,"	"280 Lockhart Road,"	"Wan Chai, Hong Kong."	""	""	
"SC(D) 66/2000"	"GRANDTONE ENGINEERING LIMITED"	"Rooms 1904-05, 19/F.,"	"Loon Kee Building,"	"267-275 Des Voeux Road Central,"	"Hong Kong."	""	""	
"SC(D) 66/99"	"Wabond Construction Co., Ltd."	"Mezzanine Floor,"	"A-2 Business Centre,"	"550-552 Nathan Road,"	"Kowloon."	""	""	
"SC(D) 67/2000"	"KEI KEE SHUI WAH CONSTRUCTION COMPANY LTD"	"Flat F, 26/F.,"	"Shield Industrial Centre,"	"84-92 Chai Wan Kok Street,"	"Tsuen Wan, New Territories."	""	""	
"SC(D) 67/99"	"Fred & Willie Bros Const Eng Co Ltd."	"23rd Floor,"	"Silver Tech Tower,"	"26 Cheung Lee Street,"	"Chai Wan, Hong Kong."	""	""	
"SC(D) 68/2000"	"Wah Shing Construction Co"	"Rm. 8, 4/f; Block C, H.k. Industrial"	"Centre, 489-491 Castle Peak Road,"	"Kowloo."	""	""	""	
"SC(D) 68/99"	"TOPWELL CONSTRUCTION ENGINEERING CO. LIMITED"	"Unit 803 & 805, 8/F.,"	"Wayson Commercial Building,"	"28 Connaught Road West,"	"Sheung Wan, Hong Kong."	""	""	
"SC(D) 69/2000"	"CHEUNG LEE CONSTRUCTION CO"	"Flat H, 16/F.,"	"Wing Hong Factory Building,"	"18-26 Kwai Fung Crescent,"	"Kwai Chung, New Territories."	""	""	
"SC(D) 69/99"	"Willey Construction Co."	"Room 6, 1st Floor,"	"Fu Lee Loy Shopping Centre,"	"9-27 King Wah Road,"	"North Point, Hong Kong."	""	""	
"SC(D) 7/2000"	"CHAU MOU ENGINEERING & CO"	"Flat A, 11/F.,"	"Hang Seng Centre,"	"No. 95-97 Tung Chau Street,"	"Tai Kok Tsui, Kowloon."	""	""	
"SC(D) 7/2001"	"Wong Yau Kee Construction & Engineering Co., Ltd."	"Room 803, 8/f.,"	"Fu Fai Commercial Centre,"	"27 Hillier Street,"	"Sheung Wan, Hong Kong."	""	""	
"SC(D) 7/2002"	"ON PACIFIC ENGINEERING LIMITED"	"Room 2002A, 20/F.,"	"Fortress Tower,"	"250 King's Road,"	"North Point, Hong Kong."	""	""	
"SC(D) 7/2003"	"WING LOK CONSTRUCTION & ENGINEERING CO., LIMITED"	"Unit 8, 5/F., Block B,"	"Wah Luen Industrial Centre,"	"Nos. 15-21 Wong Chuk Yeung Street,"	"Fotan, New Territories."	""	""	
"SC(D) 7/2012"	"PROSPER CONSTRUCTION LIMITED"	"Unit 407, 4/F.,"	"Shing Chuen Industrial Building,"	"25-27 Shing Wan Road,"	"Sha Tin, New Territories."	""	""	
"SC(D) 7/2016"	"KING CONSTRUCTION LIMITED"	"Unit 1101, 11/F., Tower 1,"	"Cheung Sha Wan Plaza,"	"833 Cheung Sha Wan Road,"	"Lai Chi Kok, Kowloon."	""	""	
"SC(D) 7/98"	"Tian San Construction Co., Ltd."	"Unit 04, 26th Floor,"	"Broadway Centre,"	"93 Kwai Fuk Road,"	"Kwai Chung, New Territories."	""	""	
"SC(D) 7/99"	"RAY ON CONSTRUCTION COMPANY LIMITED"	"Room 2009, 20/F.,"	"Fortress Tower"	"250 King's Road"	"North Point, Hong Kong"	""	""	
"SC(D) 70/2000"	"Anwell Building Construction Co Ltd"	"2/f; Cheung Wah Commercial Building,"	"3-5 Saigon Street, Yau Ma Tei,"	"Kowloon."	""	""	""	
"SC(D) 70/99"	"Tactful Construction & Engineering Co."	"Unit C, 8th Floor,"	"Tung Fong Building,"	"155 Johnston Road,"	"Wan Chai, Hong Kong."	""	""	
"SC(D) 71/2000"	"Kwan Shing Construction Ltd."	"Room 911, Harbour Crystal Centre,"	"100 Granville Road"	"Tsim Sha Tsui,"	"Kowloon."	""	""	
"SC(D) 71/99"	"SHUN YIP CONSTRUCTION CO LTD"	"Flat A-D, 3/F.,"	"Singwa Commercial Building,"	"26-32 Parkes Street,"	"Kowloon."	""	""	
"SC(D) 72/2000"	"CHAN & WONG ASSOCIATES LIMITED"	"Unit J, 27/F.,"	"MG Tower, 133 Hoi Bun Road,"	"Kwun Tong, Kowloon."	""	""	""	
"SC(D) 72/99"	"TYSAN FOUNDATION LIMITED"	"20/F., One Island South,"	"2 Heung Yip Road,"	"Wong Chuk Hang, Hong Kong."	""	""	""	
"SC(D) 73/2000"	"Hop Yuen Construction Co."	"Ground Floor,"	"18 Ship Street,"	"Wan Chai,"	"Hong Kong."	""	""	
"SC(D) 73/99"	"Hoo Cheong Building Construction Co., Ltd."	"Room 1903-06, 19th Floor, Podium Plaza,"	"5 Hanoi Road,"	"Tsim Sha Tsui,"	"Kowloon."	""	""	
"SC(D) 74/2000"	"Pionic Unit Construction Co., Ltd."	"Units 805-806,"	"Wellborne Commercial Centre,"	"8 Java Road,"	"North Point, Hong Kong."	""	""	
"SC(D) 74/99"	"Kung Ping Construction Co."	"Flat A, 5/f.,"	"Wing Wong Commercial Building,"	"557-559 Nathan Road,"	"Kowloon."	""	""	
"SC(D) 75/2000"	"Billy Lok & Partners General Contractors Ltd."	"Unit C, 12/f., Cnt Tower,"	"338 Hennessy Road,"	"Wanchai,"	"Hong Kong."	""	""	
"SC(D) 75/99"	"Lee Cheong Construction & Building Materials Limited"	"6th Floor,"	"Tai Wong Comm. Bldg,"	"5-7 Queen's Road West,"	"Hong Kong."	""	""	
"SC(D) 76/2000"	"Granville Contractors Limited"	"23th Floor,"	"Skyline Tower,"	"18 Tong Mei Road,"	"Mong Kok , Kowloon."	""	""	
"SC(D) 76/99"	"Luen Cheong Tai Construction Co., Ltd."	"Suites 2109-11, 21th Floor,"	"Cmg Asia Tower, The Gateway,"	"15 Canton Road,"	"Tsim Sha Tsui , Kowloon."	""	""	
"SC(D) 77/2000"	"CORE LIMITED"	"C2, 5/F.,"	"Hong Kong Spinners Industrial Building,"	"601-603 Tai Nan West Street,"	"Cheung Sha Wan, Kowloon."	""	""	
"SC(D) 77/99"	"PAUL Y. CONSTRUCTION & ENGINEERING CO. LIMITED"	"16/F., Paul Y. Centre,"	"51 Hung To Road,"	"Kwun Tong, Kowloon."	""	""	""	
"SC(D) 78/2000"	"YU SUM KEE ENG. CO."	"Room 1002, 10/F.,"	"King Centre,"	"23-29 Dundas Street,"	"Mongkok, Kowloon."	""	""	
"SC(D) 78/99"	"Po Fat Construction Co., Ltd."	"Room 813, Block A,"	"Hoi Luen Industrial Centre,"	"55 Hoi Yuen Road,"	"Kwung Tong , Kowloon."	""	""	
"SC(D) 79/2000"	"UNIVIC ENGINEERING LTD"	"5/F., So Hong Commercial Building,"	"41-47 Jervois Street,"	"Sheung Wan, Hong Kong."	""	""	""	
"SC(D) 79/99"	"PAUL Y. FOUNDATION LIMITED"	"16/F., Paul Y. Centre,"	"51 Hung To Road,"	"Kwun Tong, Kowloon."	""	""	""	
"SC(D) 8/2000"	"Shu Ming Building Construction Co."	"Rm.a, 12/f.,"	"Lockhart Centre,"	"301-307 Lockhart Road,"	"Wanchai, Hong Kong."	""	""	
"SC(D) 8/2001"	"SHEA SEAK CONSTRUCTION CO"	"Room 1806, 18/F.,"	"Eastern Commercial Centre,"	"397 Hennessy Road,"	"Wanchai, Hong Kong."	""	""	
"SC(D) 8/2003"	"Leung Sum Kee Demolition Engineering Co."	"Ground Floor,"	"29 Hung Fook Street,"	"To Kwa Wan,"	"Kowloon."	""	""	
"SC(D) 8/98"	"KIN FAT CONSTRUCTION COMPANY LIMITED"	"Room 602-603,"	"Leader Commercial Building,"	"54-56 Hillwood Road,"	"Tsim Sha Tsui, Kowloon."	""	""	
"SC(D) 8/99"	"Great Bill Ltd. Trading As Tapbo Civil Engineering Co."	"7/f., William Chandler Factory Building,"	"4-12 Kam Tsuen Street,"	"Cheung Sha Wan,"	"Kowloon."	""	""	
"SC(D) 80/2000"	"FAI HUNG CONSTRUCTION CO"	"Room 2, 11/F.,"	"Henley Centre,"	"9-15 Bute Street,"	"Mongkok, Kowloon."	""	""	
"SC(D) 80/99"	"Fong On Construction & Engineering Company Limited"	"1st Floor,"	"Vulcan House,"	"21-23 Leighton Road,"	"Causeway Bay, Hong Kong."	""	""	
"SC(D) 81/2000"	"WAH CHEONG BUILDING CONSTRUCTION CO."	"Room 602, 6/F.,"	"Golden House,"	"28-30 Pottinger Street,"	"Central, Hong Kong."	""	""	
"SC(D) 81/99"	"Yan Lee Construction Co., Ltd."	"Unit No. 13-15, 10th Floor, Metro Loft,"	"No. 38 Kwai Hei Street,"	"Kwai Chung, New Territories."	""	""	""	
"SC(D) 9/2000"	"HIEN LEE ENGINEERING CO LTD"	"Rooms 1112-1113, 11/F.,"	"Hong Kong Plaza,"	"186-191 Connaught Road West,"	"Hong Kong."	""	""	
"SC(D) 9/2001"	"Wah Sung Construction & Piling Ltd."	"Flats B & C, 23rd Floor,"	"Wing Cheong Commercial Building,"	"19-25 Jervois Street,"	"Central, Hong Kong."	""	""	
"SC(D) 9/98"	"Kam Lee Construction Co Ltd"	"Ground Floor,"	"39 Spring Garden Lane,"	"Wan Chai,"	"Hong Kong."	""	""	
"SC(D) 9/99"	"Wing Tai Pilonner Company Limited"	"19th Floor,"	"President Commercial Centre,"	"602-608 Nathan Road,"	"Kowloon."	""	""	
"SC(F) 1/2000"	"PAUL Y. CONSTRUCTION COMPANY, LIMITED"	"16/F., Paul Y. Centre,"	"51 Hung To Road,"	"Kwun Tong, Kowloon."	""	""	""	
"SC(F) 1/2001"	"Tobishima Corporation"	"Unit 1210, 12/f.,"	"Ever Gain Plaza, Tower 1,"	"88 Container Port Road,"	"Kwai Chung, New Territories."	""	""	
"SC(F) 1/2002"	"China Road And Bridge Corporation"	"Units 5110-5112, 51st Floor,"	"The Center,"	"99 Queen's Road Central,"	"Hong Kong."	""	""	
"SC(F) 1/2003"	"HUNG LEE CONSTRUCTION & DECORATION LIMITED"	"Flat D, 10/F.,"	"European Asian Bank Building,"	"749 Nathan Road,"	"Kowloon."	""	""	
"SC(F) 1/2004"	"WIN WIN WAY CONSTRUCTION CO., LIMITED"	"Room 902-3, 9/F.,"	"Nan Fung Commercial Centre,"	"19 Lam Lok Street,"	"Kowloon Bay, Kowloon."	""	""	
"SC(F) 1/2005"	"FALCON FOUNDATION ENGINEERING COMPANY LIMITED"	"Room A, 4th Floor,"	"Wing Hing Lee Building,"	"32 Hung To Road,"	"Kwun Tong, Kowloon."	""	""	
"SC(F) 1/2006"	"E Man Construction Co Ltd"	"72th-76th Floor,"	"Two Interantional Finance Centre,"	"8 Finance Street,"	"Central, Hong Kong."	""	""	
"SC(F) 1/2007"	"WADABUILD CONSTRUCTION LIMITED"	"Room 276, 2/F.,"	"Houston Centre,"	"63 Mody Road,"	"Tsim Sha Tsui East, Kowloon."	""	""	
"SC(F) 1/2008"	"CHUNG KONG CONSTRUCTION (HONG KONG) CO., LIMITED"	"Room 11, 7/F.,"	"Argyle Centre,"	"688 Nathan Road,"	"Mong Kok, Kowloon."	""	""	
"SC(F) 1/2009"	"SZE FUNG ENGINEERING LIMITED"	"Unit 703, 7/F.,"	"Parkes Commercial Centre,"	"2-8 Parkes Street,"	"Jordan, Kowloon."	""	""	
"SC(F) 1/2010"	"YEE HOP ENGINEERING COMPANY LIMITED"	"Unit 1104-06,"	"Nan Fung Commercial Centre,"	"19 Lam Lok Street,"	"Kowloon Bay, Kowloon."	""	""	
"SC(F) 1/2011"	"ORIENTAL BORING & ENGINEERING LIMITED"	"Room 2719, 27/F.,"	"New Tech Plaza,"	"34 Tai Yau Street,"	"San Po Kong, Kowloon."	""	""	
"SC(F) 1/2012"	"BILLIONAIRE CONSTRUCTION ENGINEERING CO., LIMITED"	"Unit L, 18th Floor,"	"Wing Kin Industrial Building,"	"No. 4-6 Wing Kin Road,"	"Kwai Chung, New Territories."	""	""	
"SC(F) 1/2013"	"EDWIN DESIGN & CONSTRUCTION LIMITED"	"Room 609, 6/F.,"	"New Tech Plaza,"	"34 Tai Yau Street,"	"San Po Kong, Kowloon."	""	""	
"SC(F) 1/2014"	"PAK WING CONSTRUCTION COMPANY LIMITED"	"25/F.,"	"Progress Commercial Building,"	"9 Irving Street,"	"Causeway Bay, Kowloon."	""	""	
"SC(F) 1/2015"	"LONGO ENGINEERING LIMITED"	"Unit A, 9/F.,"	"Hang Seng Centre,"	"95-97 Tung Chau Street,"	"Tai Kok Tsui, Kowloon."	""	""	
"SC(F) 1/2016"	"HIGH POWER FOUNDATION ENGINEERING LIMITED"	"Flat 23, Block A, 15/F.,"	"Wah Lok Industrial Centre,"	"37-41 Shan Mei Street,"	"Fotan, Shatin, New Territories."	""	""	
"SC(F) 1/2017"	"KONG CHUN CONSTRUCTION LIMITED"	"Room 22, 7/F.,"	"Nan Fung Commercial Centre,"	"19 Lam Lok Street,"	"Kowloon."	""	""	
"SC(F) 1/98"	"The Express Builders Co., Ltd."	"Room 2001, 20/f"	"Emperor Group Centre"	"288 Hennessy Road"	"Wanchai, Hong Kong"	""	""	
"SC(F) 1/99"	"Penta-ocean Construction Co., Ltd."	"Unit 601,"	"K. Wah Centre,"	"191 Java Road,"	"North Point, Hong Kong."	""	""	
"SC(F) 10/2000"	"ABLE ENGINEERING COMPANY LIMITED"	"155 Waterloo Road,"	"Kowloon Tong, Kowloon."	""	""	""	""	
"SC(F) 10/2001"	"Po Wing (International) Construction Ltd."	"Room 2009, 20th Floor"	"362 Sha Tsui Road"	"Fortune Commercial Building"	"Tsuen Wan, New Territories"	""	""	
"SC(F) 10/2002"	"FONG ON CONSTRUCTION LIMITED"	"Units 1901-1904,"	"China Merchants Building,"	"152-155 Connaught Road Central,"	"Hong Kong."	""	""	
"SC(F) 10/98"	"SINOWICK ENGINEERING LIMITED"	"Unit 2501,"	"Seaview Plaza,"	"283 Shau Kei Wan Road,"	"Shau Kei Wan, Hong Kong."	""	""	
"SC(F) 10/99"	"Guang Lee Piling Engineering Co., Ltd."	"11th Floor,"	"Justen Centre,"	"46-52 Wai Ching Street,"	"Yau Ma Tei, Kowloon."	""	""	
"SC(F) 100/2000"	"CHATWIN ENGINEERING LIMITED"	"11/F.,"	"68 Yee Wo Street,"	"Causeway Bay,"	"Hong Kong."	""	""	
"SC(F) 100/99"	"Kung Ping Construction Co."	"Flat A., 5/f., Wing Wong Commerical"	"Building,      557-559 Nathan Road,"	"Kowloon,                      Hong Kong."	""	""	""	
"SC(F) 101/2000"	"Hip Lee Co., Ltd."	"Flat F, 4th Floor,"	"Wah Yuen Factory Building,"	"16 Elm Street,"	"Tai Kok Tsui, Kowloon."	""	""	
"SC(F) 101/99"	"Ping On Foundation (Construction) Limited"	"Room 606, 6th Floor,"	"Kinox Centre,"	"9 Hung To Road,"	"Kwun Tong, Kowloon."	""	""	
"SC(F) 102/2000"	"Kam Lee Construction Co., Ltd."	"Ground Floor,"	"39 Spring Garden Lane,"	"Wan Chai,"	"Hong Kong."	""	""	
"SC(F) 102/99"	"Shun Shing Construction & Engineering Co., Ltd"	"47th Floor,"	"Cosco Tower,"	"183 Queen's Road Central,"	"Hong Kong."	""	""	
"SC(F) 103/2000"	"WISE TREND ENGINEERING LIMITED"	"Unit E, 7/F.,"	"King Palace Plaza,"	"No. 55 King Yip Street,"	"Kwun Tong, Kowloon."	""	""	
"SC(F) 103/99"	"Hop Kee Construction Co."	"Room B, 13th Floor"	"Sai Wan Ho Plaza"	"68 Shau Kei Wan Road"	"Hong Kong"	""	""	
"SC(F) 104/2000"	"Classic Engineering Co. Ltd."	"13/f., Yien Yieh Bank Western Building,"	"32-36 Des Voeux Road West"	"Sheung Wan"	"Hong Kong"	""	""	
"SC(F) 104/99"	"Flannel (Asia) Ltd."	"Hsin Chong Centre,"	"107-109 Wai Yip Street,"	"Kwun Tong,"	"Kowloon."	""	""	
"SC(F) 105/2000"	"Wecon Ltd."	"Rooms 3701-3703, 37th Floor,"	"Hopewell Centre,"	"183 Queen's Road East,"	"Wan Chai, Hong Kong."	""	""	
"SC(F) 105/99"	"HANISON CONSTRUCTION COMPANY LIMITED"	"Unit 1, 4/F, Block B,"	"Shatin Industrial Centre,"	"5-7 Yuen Shun Circuit,"	"Sha Tin, New Territories."	""	""	
"SC(F) 106/2000"	"Intrafor S. A."	"51st Floor,"	"Hopewell Centre,"	"183 Queen's Road East,"	"Wan Chai, Hong Kong."	""	""	
"SC(F) 106/99"	"HANISON CONTRACTORS LIMITED"	"Unit 1, 4/F, Block B,"	"Shatin Industrial Centre,"	"5-7 Yuen Shun Circuit,"	"Sha Tin, New Territories."	""	""	
"SC(F) 107/2000"	"Icos Vibro Ltd."	"28th Floor,"	"New World Tower,"	"16-18 Queen's Road Central,"	"Hong Kong."	""	""	
"SC(F) 107/99"	"SUN FOOK KONG (CIVIL) LIMITED"	"Room 3207-3210, 32/F.,"	"Great Eagle Centre,"	"23 Harbour Road,"	"Wan Chai, Hong Kong."	""	""	
"SC(F) 108/2000"	"NISHIMATSU CONSTRUCTION CO., LTD"	"Room 508, Star House,"	"3 Salisbury Road,"	"Tsimshatsui, Kowloon."	""	""	""	
"SC(F) 108/99"	"W. M. CONSTRUCTION LIMITED"	"Flat D, 3/F.,"	"Freder Centre,"	"3 Mok Cheong Street,"	"Tokwawan,"	"Kowloon."	""	
"SC(F) 109/2000"	"FIGURE WELL LIMITED"	"1/F., Viet Luen Factory Building,"	"126 Wai Yip Street,"	"Kwun Tong, Kowloon."	""	""	""	
"SC(F) 109/99"	"Yan Lee Construction Co., Ltd."	"Unit No. 13-15, 10th Floor, Metro Loft,"	"No. 38 Kwai Hei Street,"	"Kwai Chung, New Territories."	""	""	""	
"SC(F) 11/2000"	"Dickson Construction Co., Ltd."	"27th Floor,"	"9 Wing Hong Street,"	"Cheung Sha Wan,"	"Kowloon."	""	""	
"SC(F) 11/2001"	"Wah Tat Foundation & Engineering Ltd."	"Unit 1007, 10/f.,"	"Col Tower, World Trade Square,"	"123 Hoi Bun Road,"	"Kwun Tong, Kowloon."	""	""	
"SC(F) 11/98"	"Ever Construction Co., Ltd."	""	""	""	""	""	""	
"SC(F) 11/99"	"VIBRO (H.K.) LIMITED"	"11/F.,"	"Chevalier Commercial Centre,"	"8 Wang Hoi Road,"	"Kowloon Bay, Kowloon."	""	""	
"SC(F) 110/2000"	"Wing Rock Construction Co., Ltd."	"Room 15, 5th Floor"	"387a Castle Peak Road"	"Kowloon"	""	""	""	
"SC(F) 110/99"	"LONGO PILING COMPANY"	"Room 7H,"	"240 Prince Edward Road,"	"Kowloon."	""	""	""	
"SC(F) 111/2000"	"Win House Industries Ltd."	"14th Floor,"	"Cityplaza 3,"	"14 Taikoo Wan Road,"	"Taikoo Shing, Hong Kong."	""	""	
"SC(F) 112/2000"	"NGAI SHUN CONSTRUCTION & DRILLING COMPANY LIMITED"	"Unit 1303-1304, 13/F.,"	"AIA Financial Centre,"	"712 Prince Edward Road East,"	"San Po Kong, Kowloon."	""	""	
"SC(F) 113/2000"	"LEE CHEONG CONSTRUCTION & BUILDING MATERIALS LIMITED"	"6th Floor,"	"Tai Wong Commercial Building,"	"5-7 Queen's Road West,"	"Hong Kong."	""	""	
"SC(F) 12/2000"	"Guangdong Water Conservancy & Hydro-power Engineering Development Co., Ltd."	"22nd Floor,"	"Guangdong Water Building,"	"83 Austin Road,"	"Tsim Sha Tsui, Kowloon."	""	""	
"SC(F) 12/2001"	"TREVI CONSTRUCTION COMPANY LIMITED"	"Unit 106, 1/F.,"	"Mirror Tower,"	"61 Mody Road,"	"Tsim Sha Tsui East, Kowloon."	""	""	
"SC(F) 12/98"	"Ming Chun Construction Co., Ltd."	"Room 10, 12th Floor,"	"Heng Ngai Jewelry Centre,"	"8 Hok Yuen Street East,"	"Hung Hom, Kowloon."	""	""	
"SC(F) 12/99"	"Jason Engineering Co."	"B1, 13th Floor, Block B,"	"Mai Hing Industrial Building,"	"16-18 Hing Yip Street,"	"Kwun Tong, Kowloon."	""	""	
"SC(F) 13/2000"	"Heng Shung Construction Co., Ltd."	"29/f., Aia Tower,"	"183 Electric Road,"	"North Point,"	"Hong Kong."	""	""	
"SC(F) 13/2001"	"WINFIELD ENGINEERING COMPANY"	"Flat B, 5th Floor,"	"44B Broadway,"	"Mei Foo Sun Chuen,"	"Kowloon."	""	""	
"SC(F) 13/98"	"Ma Shing Yip Piling & Construction Ltd"	"Unit A, 10/F., Grandion Plaza,"	"932 Cheung Sha Wan Road,"	"Kowloon."	""	""	""	
"SC(F) 13/99"	"CHUN WO FOUNDATIONS LIMITED"	"Room C1, 5/F., Phase 1,"	"Hong Kong Spinners Industrial Building,"	"601-603 Tai Nan West Street,"	"Cheung Sha Wan, Kowloon."	""	""	
"SC(F) 14/2000"	"HENG TAT CONSTRUCTION COMPANY LIMITED"	"72-76/F.,"	"Two International Finance Centre,"	"8 Finance Street,"	"Central, Hong Kong."	""	""	
"SC(F) 14/98"	"S. Y. Engineering Co., Ltd."	"Unit C, 15th Floor,"	"Lockhart Centre,"	"301-307 Lockhart Road,"	"Wan Chai, Hong Kong."	""	""	
"SC(F) 14/99"	"CHUN WO CONSTRUCTION AND ENGINEERING COMPANY LIMITED"	"Room C2, 5/F.,"	"Hong Kong Spinners Industrial Building"	"601-603 Tai Nan West Street"	"Cheung Sha Wan, Kowloon"	""	""	
"SC(F) 15/2000"	"Hop Lee Construction Co."	"Room 706,"	"West Coast International Building,"	"290-296 Un Chau Street,"	"Sham Shui Po, Kowloon."	""	""	
"SC(F) 15/98"	"K. H. FOUNDATIONS LIMITED"	"10/F., Liven House,"	"61 King Yip Street,"	"Kwun Tong, Kowloon."	""	""	""	
"SC(F) 15/99"	"CHUN WO BUILDING CONSTRUCTION LIMITED"	"Room C2, 5/F., Phase 1,"	"Hong Kong Spinners Industrial Building,"	"601-603 Tai Nan West Street,"	"Cheung Sha Wan, Kowloon."	""	""	
"SC(F) 16/2000"	"Hop Lee Builders Co., Ltd."	"Flat B, 11th Floor,"	"Air Goal Cargo Building,"	"330 Kwun Tong Road,"	"Kwun Tong, Kowloon."	""	""	
"SC(F) 16/98"	"Chun Yip Construction Co Ltd"	"23rd Floor,"	"Nan Fung Tower,"	"173 Des Voeux Road Central,"	"Central, Hong Kong."	""	""	
"SC(F) 16/99"	"LEIGHTON FOUNDATION ENGINEERING (ASIA) LIMITED"	"39/F.,"	"Sun Hung Kai Centre,"	"30 Harbour Road,"	"Wan Chai, Hong Kong."	""	""	
"SC(F) 17/2000"	"Wing Key Construction Co., Ltd."	"1207,"	"Chinachem Tsuen Wan Plaza,"	"455-457 Castle Peak Road,"	"Tsuen Wan, New Territories."	""	""	
"SC(F) 17/98"	"HINTAK CONSTRUCTION COMPANY LIMITED"	"Room 1909, 19/F.,"	"Westley Square,"	"48 Hoi Yuen Road,"	"Kwun Tong, Kowloon."	""	""	
"SC(F) 17/99"	"Leighton Contractors (Asia) Ltd."	"39th Floor,"	"Sun Hung Kai Centre,"	"30 Harbour Road,"	"Wan Chai, Hong Kong."	""	""	
"SC(F) 18/2000"	"WAH SUNG CONSTRUCTION & PILING LIMITED"	"Flat B & C, 23/F.,"	"Wing Cheong Commercial Building,"	"19-25 Jervois Street,"	"Central, Hong Kong."	""	""	
"SC(F) 18/98"	"BORDON CONSTRUCTION CO LTD"	"23/F.,"	"Nan Fung Tower,"	"173 Des Voeux Road Central,"	"Central, Hong Kong."	""	""	
"SC(F) 18/99"	"Leighton Foundation Engineering Limited"	"39th Floor,"	"Sun Hung Kai Centre,"	"30 Harbour Road,"	"Wan Chai, Hong Kong."	""	""	
"SC(F) 19/2000"	"Wah Fai Construction & Engineering Co., Ltd."	"Flat 16, 8th Floor, Block C,"	"Goldfield Industrial Centre,"	"1 Sui Wo Road, Fotan, Shatin, N.t."	""	""	""	
"SC(F) 19/98"	"Ka Shun Civil Engineering Co., Ltd."	"Room 2803-2803a,"	"Asia Trade Centre,"	"79 Lei Muk Road,"	"Kwai Chung,"	"New Territories."	""	
"SC(F) 19/99"	"THE PRESSURE PILING CO. (HONGKONG) LIMITED"	"Room 3, 3/F.,"	"Shun Fat Industrial Building,"	"17 Wang Hoi Road,"	"Kowloon Bay, Kowloon."	""	""	
"SC(F) 2/2000"	"Goldfield Building Contractors Ltd."	"2/f. & 3/f.,"	"Air Goal Cargo Building,"	"330 Kwun Tong Road,"	"Kwun Tong, Kowloon."	""	""	
"SC(F) 2/2001"	"Regent Construction Co."	"Unit 713,"	"International Plaza,"	"20 Sheung Yuet Road,"	"Kowloon Bay, Kowloon."	""	""	
"SC(F) 2/2002"	"Hung Lee Construction & Decoration Co"	"Flat B, 5th Floor,"	"Yun Kei Commercial Building,"	"682 Shanghai Street,"	"Kowloon."	""	""	
"SC(F) 2/2003"	"Join Ocean Construction Machinery Engineering Co., Ltd."	"Flat 4-6,"	"16/f.,Podium Plaza,"	"5 Hanoi Road,"	"Tsim Sha Tsui, Kowloon."	""	""	
"SC(F) 2/2004"	"Chun Long Construction Ltd."	"C2, 5th Floor,"	"Hong Kong Spinners Industrial Buildings,"	"601-603 Tai Nan West Street,"	"Cheung Sha Wan, Kowloon."	""	""	
"SC(F) 2/2006"	"CHIU & LEE PARTNERS CONSTRUCTION CO LTD"	"Room 2620, 26/F.,"	"New Tech Plaza,"	"34 Tai Yau Street,"	"San Po Kong, Kowloon."	""	""	
"SC(F) 2/2007"	"CHING LEE ENGINEERING LIMITED"	"Room 203, 2/F.,"	"Hang Bong Commercial Centre,"	"28 Shanghai Street,"	"Jordan, Kowloon."	""	""	
"SC(F) 2/2008"	"HOP KEE CONSTRUCTION COMPANY LIMITED"	"26/F., Lancashire Centre,"	"361 Shaukeiwan Road,"	"Hong Kong."	""	""	""	
"SC(F) 2/2009"	"GRANBO CONSTRUCTION COMPANY LIMITED"	"29/F., AIA Tower,"	"183 Electric Road,"	"North Point, Hong Kong."	""	""	""	
"SC(F) 2/2010"	"PAUL Y. BUILDERS LIMITED"	"16/F., Paul Y. Centre,"	"51 Hung To Road,"	"Kwun Tong, Kowloon."	""	""	""	
"SC(F) 2/2011"	"HSIN CHONG CONSTRUCTION COMPANY LIMITED"	"Hsin Chong Center,"	"107-109 Wai Yip Street,"	"Kwun Tong, Kowloon."	""	""	""	
"SC(F) 2/2012"	"TYSAN FOUNDATION GEOTECHNICAL LIMITED"	"20/F., One Island South,"	"2 Heung Yip Road,"	"Wong Chuk Hang,"	"Hong Kong."	""	""	
"SC(F) 2/2013"	"LEE CHEONG CONSTRUCTION & BUILDING MATERIALS (INTERNATIONAL) LIMITED"	"Room 404-405, 4/F.,"	"Arion Commercial Centre,"	"2-12 Queen's Road West,"	"Hong Kong."	""	""	
"SC(F) 2/2014"	"WINFIELD ENGINEERING (HONG KONG) LIMITED"	"Flat B, 5/F.,"	"44 Broadway,"	"Mei Foo Sun Chuen,"	"Kowloon."	""	""	
"SC(F) 2/2015"	"VICON CONSTRUCTION COMPANY LIMITED"	"31/F., Kings Tower,"	"111 King Lam Street,"	"Cheung Sha Wan, Kowloon."	""	""	""	
"SC(F) 2/2016"	"PROGRESSIVE FOUNDATION COMPANY LIMITED"	"Unit 1-2, 27/F.,"	"Win Plaza,"	"9 Sheung Hei Street,"	"San Po Kong, Kowloon."	""	""	
"SC(F) 2/2017"	"TITAN FOUNDATION LIMITED"	"Units 601-605A, 6/F., Tower B,"	"Manulife Financial Centre,"	"223 Wai Yip Street,"	"Kwun Tong , Kowloon."	""	""	
